Source Question,Ground Truth,Source Answer,New Question,New Answer,Inspectation Conclusion
"who held his governmental position from december 12, 1808 and was governor of ohio in 2011?","[{'kb_id': 'm.0340r0', 'text': 'Return J. Meigs, Jr.'}]","['m.0343xg', 'm.034s80', 'm.01_pgn', 'm.034_n2', 'm.0clwr', 'm.034qmh', 'm.0835q']","who served in government since december 12, 1808 and governor of ohio in 2011?","['m.0343xg', 'm.034s80', 'm.01_pgn', 'm.034_n2', 'm.0clwr', 'm.034qmh', 'm.0351xv', 'm.0835q']",FP
the capital of cheyenne has who as governor of us state?,"[{'kb_id': 'm.02rzfbm', 'text': 'Matt Mead'}]","['m.0846v', 'm.0102f7cd']",who is the governor of the united states in cheyenne's capital?,"['m.0102f7cd', 'm.09gmz5t', 'm.02qvjv3', 'm.05p6g6s']",TP
what superbowl was won by the team with the "baltimore fight song"?,"[{'kb_id': 'm.0642vqv', 'text': 'Super Bowl XLVII'}, {'kb_id': 'm.076yq', 'text': 'Super Bowl XXXV'}]","['m.0642vqv', 'm.076yq']",which super bowl did the team win with baltimore fighting song?,"['m.0642vqv', 'm.076yq', 'm.0_gtz8t', 'm.0_gt_qt']",TP
what is the country that has national anthem valiant quisqueeyans a part of?,"[{'kb_id': 'm.01rll_', 'text': 'Greater Antilles'}, {'kb_id': 'm.04pnx', 'text': 'Latin America'}, {'kb_id': 'm.059g4', 'text': 'North America'}, {'kb_id': 'm.07c5l', 'text': 'Americas'}, {'kb_id': 'm.0jsr7mh', 'text': 'Pa¨ªs'}]",['m.027rn'],which country has the national anthem "brave quiskians"?,"['m.01n3m2', 'm.012c5t_4', 'g.125c7mjpx', 'm.03nbgmy']",FP
what is the home field of the sports team whose mascot is named fredbird?,"[{'kb_id': 'm.06k1v5', 'text': 'Busch Stadium'}]","['m.06k1v5', 'm.06wxw', 'm.066c2h']",where is the home of the sports team named fred bird?,"['m.06wxw', 'm.06k1v5']",FP
what portuguese-speaking country's minimum wage was 356.72?,"[{'kb_id': 'm.05r4w', 'text': 'Portugal'}, {'kb_id': 'm.05r4w', 'text': 'Portugal'}, {'kb_id': 'm.05r4w', 'text': 'Portugal'}, {'kb_id': 'm.05r4w', 'text': 'Portugal'}]","['m.0hg5', 'm.015fr', 'm.0d05w3', 'm.04wlh', 'm.0j4b', 'm.02lx0', 'm.02kcz', 'm.036b_']",which portuguese speaking country has a minimum wage of 356.72?,"['m.015fr', 'm.0hg5', 'm.0d05w3', 'm.04wlh', 'm.0j4b', 'm.036b_', 'm.05r4w', 'm.02kcz']",TP
who are brothers of the individual who was educated at edward devotion school?,"[{'kb_id': 'm.0194xc', 'text': 'Ted Kennedy'}, {'kb_id': 'm.020t1x', 'text': 'Joseph P. Kennedy, Jr.'}, {'kb_id': 'm.06hx2', 'text': 'Robert F. Kennedy'}]","['m.06wypd', 'm.032l1', 'm.038hch', 'm.01l7qw', 'm.0js32pj', 'm.010py2s2', 'm.0js32pf', 'm.029b4z', 'm.04xs2l', 'm.02pzkrx', 'm.04kzc', 'm.05kwx2', 'm.0j51nyc', 'm.029ccy', 'm.05g7q', 'm.04gsdn4', 'm.01lkbf', 'm.03tp4', 'm.047grmq', 'm.02vq9y_', 'm.09v4gdf', 'm.03yd1cj', 'm.014_2_', 'm.0dc2jv', 'm.025wq4p', 'm.03csyz', 'm.050whd', 'm.04d_169', 'm.071x0k', 'm.052wf5f', 'm.02py1rp', 'm.06yt7s', 'm.027l0b', 'm.02p8v8', 'm.0k4k5l', 'm.01ppb4g', 'm.0127vg_g', 'm.01r__', 'm.03x0b8', 'm.01t125', 'm.04k0cb', 'm.01tj2r', 'm.01c24r', 'm.0fkdq', 'm.0jcx', 'm.0f6_x', 'm.0dcrb', 'm.01blg8', 'm.02723p8', 'm.02vlpg', 'm.0fhkx', 'm.035ldc', 'm.014488', 'm.01twmp', 'm.06gn7', 'm.0294np', 'm.044js', 'm.02r8lz', 'm.01n3bm', 'm.0dwdq6', 'm.0rpg1bn', 'm.01qqwn', 'm.04_1sd_', 'm.07p3l', 'm.02q0yh', 'm.016bxy', 'm.0m32h', 'm.09c65p', 'm.016b6z', 'm.0j80c', 'm.01l2m3', 'm.0dhh4fp', 'm.09c66d', 'm.03znrn', 'm.027th3y', 'm.03swmf', 'm.02rgrl0', 'm.02n0j_', 'm.018r3g', 'm.031xzb', 'm.070yw', 'm.0gckx2', 'm.057dxh', 'm.04khx50', 'm.07cllr', 'm.02tf1y', 'm.01_ds3', 'm.0l786', 'm.04nv0k', 'm.071m6x', 'm.0k2g0', 'm.0dcg_y', 'm.0cr6bv7', 'm.03q3cj', 'm.05hyr1', 'm.02qxc5h', 'm.02z9lp6']",who is the brother of the man educated at edward dedication school?,"['m.06wypd', 'm.0js32pj', 'm.032l1', 'm.01l7qw', 'm.010py2s2', 'm.0js32pf', 'm.038hch', 'm.029b4z', 'm.04xs2l', 'm.02pzkrx', 'm.04kzc', 'm.029ccy', 'm.05g7q', 'm.04gsdn4', 'm.05kwx2', 'm.0j51nyc', 'm.01lkbf', 'm.047grmq', 'm.02vq9y_', 'm.0jcx', 'm.09v4gdf', 'm.03tp4', 'm.03yd1cj', 'm.025wq4p', 'm.014_2_', 'm.0dc2jv', 'm.03csyz', 'm.050whd', 'm.071x0k', 'm.052wf5f', 'm.0p9z5', 'm.06yt7s', 'm.04d_169', 'm.02py1rp', 'm.0k4k5l', 'm.01r__', 'm.03x0b8', 'm.01c24r', 'm.01t125', 'm.04k0cb', 'm.01tj2r', 'm.027l0b', 'm.02p8v8', 'm.0fkdq', 'm.01ppb4g', 'm.0dcrb', 'm.0m32h', 'm.01qqwn', 'm.02723p8', 'm.01blg8', 'm.01n3bm', 'm.02r8lz', 'm.044js', 'm.02vlpg', 'm.0fhkx', 'm.035ldc', 'm.014488', 'm.01twmp', 'm.06gn7', 'm.0294np', 'm.01l2m3', 'm.0dwdq6', 'm.0rpg1bn', 'm.0f6_x', 'm.04_1sd_', 'm.0j80c', 'm.02q0yh', 'm.07p3l', 'm.016bxy', 'm.016b6z', 'm.09c65p', 'm.03znrn', 'm.02rgrl0', 'm.027th3y', 'm.03swmf', 'm.09c66d', 'm.02n0j_', 'm.018r3g', 'm.0gckx2', 'm.057dxh', 'm.070yw', 'm.04khx50', 'm.031xzb', 'm.09vww_7', 'm.04nv0k', 'm.01_ds3', 'm.0l786', 'm.07cllr', 'm.02tf1y', 'm.01_j5dm', 'm.0k2g0']",TP
"the country with the national anthem bilady, bilady, bilady required what currency in 2013?","[{'kb_id': 'm.04phzg', 'text': 'Egyptian pound'}]","['m.06pd1', 'm.0276vpt', 'm.09jwl', 'm.0290sw1', 'm.0nbcg', 'm.09l65', 'm.02hwhrj', 'm.024ysc', 'm.03p04v', 'm.099cft', 'm.05ymz0', 'm.02pxfc', 'm.02hwskf', 'm.07fj_', 'm.01z215', 'm.04rvgv', 'm.0d05q4', 'm.0161c', 'm.0h3y', 'm.04vjh', 'm.04gqr', 'm.04wgh', 'm.047yc', 'm.06vbd', 'm.03__y', 'm.0262dbq']","national anthem biladi, biladi, what currency does biladi's country need in 2013?","['m.06pd1', 'm.0276vpt', 'm.09jwl', 'm.0nbcg', 'm.09l65', 'm.06tw8', 'm.01z215', 'm.07fj_', 'm.0290sw1', 'm.06vbd', 'm.0d05q4', 'm.04wgh', 'm.04gqr', 'm.03__y', 'm.04vjh', 'm.0h3y', 'm.0161c']",FP
the country that contains krasnodar krai uses what type of currency?,"[{'kb_id': 'm.01hy_q', 'text': 'Russian ruble'}]","['m.01hy_q', 'm.09z5lx']",what currency does the country with krasnodar krai use?,['m.01hy_q'],TP
who was the governor of ohio that held his position from before 1-10-2011?,"[{'kb_id': 'm.0340r0', 'text': 'Return J. Meigs, Jr.'}, {'kb_id': 'm.02zzm_', 'text': 'Ted Strickland'}, {'kb_id': 'm.039rqy', 'text': 'John Kasich'}]","['m.0343xg', 'm.034s80', 'm.01_pgn', 'm.034_n2', 'm.0clwr', 'm.0351xv', 'm.034qmh', 'm.0340l5', 'm.0835q']","who was the governor of ohio before october 1, 2011?","['m.0343xg', 'm.034s80', 'm.01_pgn', 'm.034_n2', 'm.0clwr', 'm.0351xv', 'm.034qmh', 'm.0835q', 'm.0340l5', 'm.0351t_']",TP
what is the most predominant religion in the country benjamin netanyahu holds a governmental position?,"[{'kb_id': 'm.03_gx', 'text': 'Judaism'}]","['m.01dcs1', 'm.060bp', 'm.09c7w0', 'm.0nb362z', 'm.013b6_', 'm.0g0y1', 'm.05p3vsk', 'm.033qxt', 'm.02_mk2', 'm.06zpppj', 'm.018vc9', 'm.0377k9', 'm.04_pph']",what is the main religion in the country where benjamin netanyahu holds government office?,"['m.01dcs1', 'm.09c7w0', 'm.060bp', 'm.0g0y1', 'm.02_mk2', 'm.013b6_', 'm.033qxt', 'm.0nb362z', 'm.04wsz', 'm.0377k9', 'm.02z3dcf', 'm.018vc9', 'm.05p3vsk', 'm.06zpppj', 'm.018s6c', 'm.0fj9f', 'm.027ldf3', 'm.064rb5l', 'm.04_pph', 'm.080ntlp', 'm.04rwx', 'm.0640_7q', 'm.0dj8k3']",FP
what does the religion that believes in transubstantiation call their god?,"[{'kb_id': 'm.03qsc', 'text': 'Holy Spirit'}, {'kb_id': 'm.045m1_', 'text': 'Jesus Christ'}, {'kb_id': 'm.077_fbm', 'text': 'The Father'}, {'kb_id': 'm.0d05l6', 'text': 'God'}]","['m.077_fbm', 'm.03qsc', 'm.0d05l6', 'm.045m1_', 'm.02wvcg4', 'm.056y1t', 'm.05_6s', 'm.012lvl', 'm.015j7']",what do religions that believe in hypermaterialization call their gods?,"['m.077_fbm', 'm.03qsc', 'm.0d05l6', 'm.045m1_', 'm.056y1t', 'm.05_6s', 'm.012lvl', 'm.02wvcg4']",TP
"where is rome, italy, and is a place that once had a population of 4,327,642?","[{'kb_id': 'm.098phg', 'text': 'Province of Rome'}]","['m.07ytt', 'm.03rjj', 'm.04q_g']",where is rome in italy? where was the place with a population of 4327642?,"['m.03rjj', 'm.07ytt', 'm.04q_g', 'm.01_jls', 'm.099k7']",FP
what movies did the artist that had the concert tour called the taylor swift fears 2009 tour play in?,"[{'kb_id': 'm.02x3lt7', 'text': 'Hannah Montana: The Movie'}, {'kb_id': 'm.06_wqk4', 'text': ""Valentine's Day""}, {'kb_id': 'm.087wc7n', 'text': 'The Lorax'}, {'kb_id': 'm.0djb8hx', 'text': 'Jonas Brothers: The Concert Experience'}, {'kb_id': 'm.0dx5q8', 'text': 'The Giver'}]","['m.05v89w0', 'm.05v89s9', 'm.05v89v2', 'm.05ygk3v', 'm.05v89t4', 'm.05v89w3', 'm.05v89v5', 'm.05v89rv', 'm.05v89ss', 'm.05v89wd', 'm.05vb2f5', 'm.05v89w9', 'm.05v89rg', 'm.05v89rk', 'm.05v89tx', 'm.05v89vv', 'm.05v89s0', 'm.05v89wh', 'm.05v89wl', 'm.05v89s6', 'm.05v89tb', 'm.05v89t1', 'm.05v89ry', 'm.05vb28l', 'm.05v89sh', 'm.05v89r5', 'm.05v89vg', 'm.05vb0pq', 'm.05v89sd', 'm.05v89t7', 'm.05v89sw', 'm.05v89sl', 'm.05yf87b', 'm.05vb93w', 'm.05xmhrj', 'm.05vb7hm', 'm.05v89tj', 'm.05yf99r', 'm.05v89q_', 'm.05vb6yt', 'm.05v89v8', 'm.05ydwxg', 'm.05vb8cn', 'm.05xmttl', 'm.05xn1sb']",what films did the concert tour artist put on during his 2009 concert tour?,"['m.05v89t7', 'm.05v89sw', 'm.05v89sl', 'm.05yf87b', 'm.05vb93w', 'm.05xmhrj', 'm.05vb7hm', 'm.05v89tj', 'm.05yf99r', 'm.05v89q_', 'm.05vb6yt', 'm.05v89v8', 'm.05ydwxg', 'm.05vb8cn', 'm.05xmttl', 'm.05v89v2', 'm.05v89w0', 'm.05v89s9', 'm.05ygk3v', 'm.05v89t4', 'm.05v89v5', 'm.05vb28l', 'm.05v89rv', 'm.05v89ss', 'm.05v89wd', 'm.05vb2f5', 'm.05v89rg', 'm.05v89sh', 'm.05v89rk', 'm.05v89tx', 'm.05v89vv', 'm.05v89s0', 'm.05v89wh', 'm.05v89wl', 'm.05v89vg', 'm.05v89s6', 'm.05v89tb', 'm.05v89t1', 'm.05v89ry', 'm.05v89sd', 'm.05v89w3', 'm.05v89w9', 'm.05v89r5', 'm.05vb0pq', 'm.05xn1sb', 'm.05vb76w', 'm.05v89tt', 'm.05vb6bm', 'm.05v89sz', 'm.05vb8hm']",FP
the location that appointed dmitry medvedev to governmental position uses what kind of money?,"[{'kb_id': 'm.01hy_q', 'text': 'Russian ruble'}]","['m.0b06q', 'm.01xwsf', 'm.06pr6', 'm.06bnz', 'm.0407ntk', 'm.01vg2k', 'm.03cxtb', 'm.04gc2', 'm.0fj9f', 'm.01fmhq', 'm.01jn5', 'm.03rv9f', 'm.09v6yp5', 'm.08hxyr', 'm.03kqmt', 'm.040r3jm', 'm.0wzckfb', 'm.0gx0q3w', 'm.0291312', 'm.023bk1', 'm.03_4db', 'm.060c4', 'm.0nfmf7w', 'm.0729nc_', 'm.0g9hpws', 'm.0513tn5', 'm.0513tlm', 'm.0513tkx', 'm.0tjsktj', 'm.0513sx3', 'm.0513tk9', 'm.0513tmg', 'm.0513tm0', 'm.0513tkl', 'm.0dg9rky', 'm.0bf1wlp', 'm.0513tmw', 'm.011m9gwm', 'm.0dg9l5q', 'm.02rxj', 'm.02p0r_s', 'm.0nfmf7h', 'm.0kshns', 'm.03r_3cy']",where does dmitry medvedev's government appoint him?,"['m.06bnz', 'm.0b06q']",FP
which diety is worshipped in the holy place of santa cecilia in trastevere?,"[{'kb_id': 'm.03qsc', 'text': 'Holy Spirit'}, {'kb_id': 'm.045m1_', 'text': 'Jesus Christ'}, {'kb_id': 'm.077_fbm', 'text': 'The Father'}, {'kb_id': 'm.0d05l6', 'text': 'God'}]","['m.077_fbm', 'm.03qsc', 'm.0d05l6', 'm.045m1_']",who didi was worshipped in the holy land of saint cecilia in trastevere?,"['m.045m1_', 'm.077_fbm', 'm.0d05l6', 'm.03qsc', 'm.03rjj']",FP
which countries with a currency of swiss franc do people speak germanic languages?,"[{'kb_id': 'm.04j53', 'text': 'Liechtenstein'}, {'kb_id': 'm.06mzp', 'text': 'Switzerland'}]","['m.04j53', 'm.06mzp', 'm.0h7x', 'm.0345h']",which countries have a swiss franc and people speak germanic?,"['m.04j53', 'm.06mzp']",TP
what money is used in the ancash region?,"[{'kb_id': 'm.0b423v', 'text': 'Peruvian nuevo sol'}]",['m.0b423v'],what funds are used in ankash region?,"['m.0b423v', 'm.06cx9', 'm.01fpfn', 'm.0c9rw5', 'm.01d9r3']",FP
what european union country's people speak portuguese also once had an energy usage record of? per capita in kgoe 1022.464?,"[{'kb_id': 'm.05r4w', 'text': 'Portugal'}, {'kb_id': 'm.05r4w', 'text': 'Portugal'}]","['m.05r4w', 'm.02lx0', 'm.04wlh', 'm.015fr', 'm.0j4b', 'm.0d05w3', 'm.0hg5']","which eu country's portuguese speaking population has a record of per capita energy use, reaching 1022.464 kg?","['m.0hg5', 'm.0d05w3', 'm.04wlh', 'm.015fr', 'm.0j4b', 'm.02lx0', 'm.05r4w', 'm.036b_']",FP
which of the 7 central american countries is in the central time zone?,"[{'kb_id': 'm.0164b', 'text': 'Belize'}, {'kb_id': 'm.0345_', 'text': 'Guatemala'}, {'kb_id': 'm.03h2c', 'text': 'Honduras'}]","['m.03h2c', 'm.0345_', 'm.0164b', 'm.05qx1', 'm.02k8k', 'm.05c74', 'm.0d04z6', 'm.09c7w0']",which of the seven countries in central america is in the central time zone?,"['m.0345_', 'm.03h2c', 'm.0164b', 'm.05qx1', 'm.02k8k']",TP
where in the greenwich mean time zone is belgium located?,"[{'kb_id': 'm.02j9z', 'text': 'Europe'}]","['m.02j9z', 'm.06q1r', 'm.0f8l9c', 'm.01h6pn', 'm.09c7w0', 'm.06s_2', 'm.047t_', 'm.0345h']",where is belgium in the greenwich mean time zone?,"['m.02j9z', 'm.06q1r', 'm.0f8l9c', 'm.049nq', 'm.09c7w0', 'm.06s_2']",TP
who governed the us state which includes the city of phoenix during 2009?,"[{'kb_id': 'm.01kf06', 'text': 'Janet Napolitano'}, {'kb_id': 'm.02pkb1c', 'text': 'Jan Brewer'}]","['m.02r3dg', 'm.0d_khh']",who ruled the states including phoenix in 2009?,"['m.02r3dg', 'm.0hgrxqb']",TP
what do the people who worship at places including cathedrals call their god?,"[{'kb_id': 'm.03qsc', 'text': 'Holy Spirit'}, {'kb_id': 'm.045m1_', 'text': 'Jesus Christ'}, {'kb_id': 'm.077_fbm', 'text': 'The Father'}, {'kb_id': 'm.0d05l6', 'text': 'God'}]","['m.03qsc', 'm.0d05l6', 'm.045m1_', 'm.077_fbm', 'm.02wvcg4', 'm.07lq1', 'm.05_6s']",what do people who worship in places including cathedrals call their god?,"['m.01wb7', 'm.0173tc', 'm.0d05l6', 'm.03qsc', 'm.077_fbm', 'm.045m1_', 'm.0_ylbwq', 'm.0423wc', 'm.0f85g']",TP
what museum established earliest can be seen in vienna austria?,"[{'kb_id': 'm.03yy70', 'text': 'Kunsthistorisches Museum'}]","['m.02q__dl', 'm.08j7nmv', 'm.04lv9z', 'm.098gjd', 'm.0bygq4', 'm.021c8v', 'm.04zct1', 'm.0b0lgr', 'm.071ygm', 'm.0c1v9t', 'm.015_kq', 'm.02w4zw', 'm.05ksgz', 'm.09fvwy', 'm.01c921', 'm.08v5y9', 'm.079jqn', 'm.07xjrz']","what was the earliest museum established in vienna, austria?","['m.02q__dl', 'm.021c8v', 'm.0bygq4', 'm.098gjd', 'm.04zct1', 'm.04lv9z', 'm.0b0lgr', 'm.08j7nmv', 'm.071ygm', 'm.0c1v9t', 'm.02w4zw', 'm.015_kq', 'm.09fvwy', 'm.05ksgz', 'm.01c921', 'm.08v5y9', 'm.079jqn']",TP
what are the school colors of the educational institution that includes a grad student named franklin ford?,"[{'kb_id': 'm.01jnf1', 'text': 'Crimson'}]","['m.0rh6k', 'm.0kyk', 'm.0sbbq', 'm.0bs4gy', 'm.02qnzgm', 'm.0d9nwbk', 'm.068wy5', 'm.04bk4c', 'm.05qfsj8', 'm.0dgdpk', 'm.03gg3v_', 'm.048_p', 'm.0v09tfw', 'm.02w7qh1', 'm.0f8d2l', 'm.06jcc', 'm.03v0t', 'm.06vmmm', 'm.03vtsx', 'm.01n7q', 'm.094txsj', 'm.042mjh', 'm.0fdlx8', 'm.0cz87qf', 'm.07dyn9', 'm.0vx97r9', 'm.08882q', 'm.0v1kj13', 'm.0ds7bnx', 'm.059f4', 'm.02qvbws', 'm.059_c', 'm.081yw', 'm.03s5t', 'm.05fjy', 'm.05kj_', 'm.01n4w', 'm.07srw', 'm.0846v', 'm.0hjy', 'm.03gh4', 'm.0vmt', 'm.0jnh', 'm.02z85n2', 'm.06btq', 'm.05kkh', 'm.06yxd', 'm.05fkf', 'm.026mj', 'm.04rrd', 'm.04ych', 'm.04tgp', 'm.03s0w', 'm.0vbk', 'm.06mz5', 'm.050ks', 'm.05mph', 'm.081mh', 'm.05fhy', 'm.04ly1', 'm.07_f2', 'm.05fky', 'm.0d0x8', 'm.0498y', 'm.03v1s', 'm.07h34', 'm.02wl2w5']",what is the school color of an educational institution that includes a graduate student named franklin ford?,"['m.09c7w0', 'm.05k7sb', 'm.03ksy']",TP
what asian country has seoul as its capital city?,"[{'kb_id': 'm.0hsqf', 'text': 'Seoul'}]",['m.06qd3'],which asian country's capital is seoul?,"['m.06qd3', 'm.048fz']",TP
south holland is located in the nation where which languages are spoken?,"[{'kb_id': 'm.02bv9', 'text': 'Dutch Language'}, {'kb_id': 'm.02w0r', 'text': 'Frisian languages'}, {'kb_id': 'm.02y3v', 'text': 'West Flemish'}]","['m.02bv9', 'm.02w0r']",what language is south holland in?,"['m.02bv9', 'm.01_5gm', 'm.02w0r', 'm.02h40lc', 'm.02nstd']",FP
the country that contains al sharqia governorate's best for of currency in 2013 was what?,"[{'kb_id': 'm.04phzg', 'text': 'Egyptian pound'}]",['m.04phzg'],what was the country with the highest currency use in sharcha province in 2013?,"['m.04phzg', 'm.02k54', 'm.06tw8']",FP
the person who lived in narym in the past was the leader of which nation?,"[{'kb_id': 'm.05vz3zq', 'text': 'Soviet Union'}]","['m.0cdbq', 'm.0cbd2', 'm.0dxtg']",which country was the leader of the people who used to live in narim?,"['m.02qkt', 'm.0j0k', 'm.06bnz', 'm.0cdbq']",FP
what is the name of the mascot by the university which inlcudes syracuse university orange football?,"[{'kb_id': 'm.03c0lxb', 'text': 'Syracuse University Otto the Orange'}]","['m.03c0lxb', 'm.071cn']",what's the name of the mascot of syracuse university orange football team?,['m.03c0lxb'],FP
what film has a character named kate and taylor lautner played in?,"[{'kb_id': 'm.0djz0rc', 'text': 'The Twilight Saga: Breaking Dawn - Part 2'}]","['m.0djz0rc', 'm.075wx89', 'm.05pdh86', 'm.075wx7_', 'm.03nm_fh', 'm.02686wj', 'm.07cdy_t']",which movie has a character called kate and taylor lautner?,"['m.0djz0rc', 'm.075wx89', 'm.05pdh86', 'm.075wx7_', 'm.03nm_fh']",TP
"what office did john adams hold from may 10, 1775 before he was president?","[{'kb_id': 'm.09ryhrh', 'text': 'Delegate to the Continental Congress'}, {'kb_id': 'm.09ryhrh', 'text': 'Delegate to the Continental Congress'}]","['m.0hyf1', 'm.043gvh', 'm.060c4', 'm.09ryhrh', 'm.03hrvl', 'm.07cbs', 'm.080v2']","what position did john adams hold before he became president on may 10, 1775?","['m.07cbs', 'm.038w8', 'm.09bg4l', 'm.03_nq', 'm.083q7']",TP
what is syracuse university athletic's mascot?,"[{'kb_id': 'm.03c0lxb', 'text': 'Syracuse University Otto the Orange'}]","['m.059rby', 'm.071cn', 'm.09c7w0']",what is the mascot of syracuse university track and field team?,"['m.071cn', 'm.059rby']",TP
