Source Question,Ground Truth,Source Answer,New Question,New Answer,Inspectation Conclusion
"what was franz liszt' career that had him ending up leading a religious organization before march 27, 1993?","[{'kb_id': 'm.05xjb', 'text': 'Priest'}]","['m.02rgtkz', 'm.0c4ymr', 'm.02clk0', 'm.0b9tbsx', 'm.09pksw']","what was franz liszt' career that had him ending up leading a spiritual organization before march 27, 1993?","['m.02rgtkz', 'm.0c4ymr', 'm.02clk0', 'm.09pksw', 'm.0b9tbsx', 'm.01rgr', 'm.0q6pk']",TP
what country that is located in oceania with the largest iso numeric number?,"[{'kb_id': 'm.06s9y', 'text': 'Samoa'}]","['m.0ctw_b', 'm.0chghy', 'm.07fsv', 'm.0161w', 'm.05vd5', 'm.082nw', 'm.047t_']",what country that is located in oceania with the turgid iso numerical number?,"['m.0ctw_b', 'm.0chghy', 'm.07fsv', 'm.05br2']",TP
what is the official language of the area where the government of ukraine is?,"[{'kb_id': 'm.012v8', 'text': 'Albanian language'}, {'kb_id': 'm.019yz7', 'text': 'Tatar Language'}, {'kb_id': 'm.01h2j_', 'text': 'Moldovan language'}, {'kb_id': 'm.02hxc3j', 'text': 'Romanian Language'}, {'kb_id': 'm.02ztjwg', 'text': 'Hungarian language'}, {'kb_id': 'm.06b_j', 'text': 'Russian Language'}, {'kb_id': 'm.0cjk9', 'text': 'Ukrainian Language'}]","['m.0cjk9', 'm.02hxc3j', 'm.019yz7', 'm.02ztjwg', 'm.06b_j']",what is the prescribed language of the area where the government of ukraine is?,"['m.0cjk9', 'm.012v8', 'm.019yz7', 'm.02ztjwg', 'm.02hxc3j', 'm.01h2j_']",TP
what award nominated movie starring ron howard that was based on the book by sylvia nasar?,"[{'kb_id': 'm.09m6kg', 'text': 'A Beautiful Mind'}]","['m.034bm_', 'm.0crrc8', 'm.09m6kg', 'm.02yf34', 'm.02_1sj', 'm.02mh4b', 'm.050gkf', 'm.04ynx7', 'm.047nfz', 'm.0f4_2k', 'm.09_rkp7', 'm.0cc5m07', 'm.09hfyy', 'm.01hw5kk', 'm.05h3bcc', 'm.06xz7w', 'm.01xvjb']",what award nominative movie starring ron howard that was based on the book by sylvia nasar?,"['m.034bm_', 'm.0crrc8', 'm.09m6kg', 'm.02mh4b', 'm.02yf34', 'm.047nfz', 'm.02_1sj', 'm.050gkf', 'm.04ynx7', 'm.0f4_2k']",TP
what magazine with earliest publication end date did edgar allan poe work for?,"[{'kb_id': 'm.028b1d9', 'text': ""Burton's Gentleman's Magazine""}]","['m.05w1b3', 'm.05n7r_f', 'm.04v5z0m', 'm.0bmflf5', 'm.07x4c', 'm.0_fltb1', 'm.04q6gn6', 'm.02rl46x', 'm.04j2147', 'm.0bpf1y', 'm.03gtqpk', 'm.0g8rj', 'm.0dl5mr', 'm.0k4jg', 'm.0d6np2w', 'm.0c8xbr', 'm.09lvsz', 'm.02pvscn', 'm.04j1dth', 'm.02rp6', 'm.0v2ldjd', 'm.0gsc8r', 'm.03g_djf', 'm.0fzxk_', 'm.04v_g_3', 'm.04vx8w_', 'm.0rfc1qv', 'm.0tll725', 'm.0vpjy65', 'm.0403zxt', 'm.0dnq12', 'm.0gy10d', 'm.0n5fkth', 'm.0nbb3yb', 'm.04j2klz', 'm.03nspcv', 'm.04bxsv', 'm.0crrv3j', 'm.0crrqd8', 'm.0h52106', 'm.05ndk69', 'm.02s7hj', 'm.0jqsr', 'm.0crydzy', 'm.0bpn59', 'm.0100pww0', 'm.011vp4y5', 'm.04y6wyj', 'm.0g7gg5', 'm.05bf0lq', 'm.011vp5rp', 'm.061_jx', 'm.010b4232', 'm.04j1_9j', 'm.04n0z6g', 'm.04v_g_d', 'm.051k5cp', 'm.04vx8x9', 'm.04vx8y0', 'm.04v5z1y', 'm.04v5y_n', 'm.04vx8wj', 'm.04v5z35', 'm.09sc1ln', 'm.04rmgm', 'm.0dl48h', 'm.0127p0qd', 'm.04xdtr7', 'm.063z49v', 'm.027h7mc', 'm.03n77t', 'm.01v9724', 'm.08q0nkh', 'm.04j166r', 'm.06zts42', 'm.0bm15g', 'm.04ydvw_', 'm.011vp2f3', 'm.0glnpmy', 'm.02ktq2', 'm.02pwv9t', 'm.028y52y', 'm.07nym9', 'm.08hh__', 'm.0cs1rjg', 'm.03hkcr4', 'm.0dclg', 'm.02mfq', 'm.0f4yl5', 'm.010pg_p1', 'm.0d131t', 'm.010bwl8t']",what magazine with other publication end date did edgar allan poe work for?,"['m.05w1b3', 'm.0dl5mr', 'm.04n0z6g', 'm.0k4jg', 'm.09lvsz', 'm.0c8xbr', 'm.02rl46x', 'm.04q6gn6', 'm.03gtqpk', 'm.02pvscn', 'm.09sc1ln', 'm.0bmflf5', 'm.04j2147', 'm.0gsc8r', 'm.0dl48h', 'm.04j2klz', 'm.0rfc1qv', 'm.05ndk69', 'm.0vpjy65', 'm.0d6np2w', 'm.02ktq2', 'm.0crrv3j', 'm.0g8rj', 'm.0crrqd8', 'm.0fzxk_', 'm.0v2ldjd', 'm.04rmgm', 'm.0gy10d', 'm.0bpf1y', 'm.0_fltb1', 'm.0h52106', 'm.04j1dth', 'm.0127p0qd', 'm.02rp6', 'm.0crydzy', 'm.04j1_9j', 'm.0403zxt', 'm.03hkcr4', 'm.08q0nkh', 'm.0bpn59', 'm.011vp4y5', 'm.02pwv9t', 'm.0tll725', 'm.08tqnz', 'm.04y6wyj', 'm.010b4232', 'm.0jqsr', 'm.05n7r_f', 'm.05bf0lq', 'm.04ydvw_', 'm.07x4c', 'm.0dnq12', 'm.04v5z0m', 'm.0100pww0', 'm.01v9724', 'm.0nbb3yb', 'm.03g_djf', 'm.04j166r', 'm.0n5fkth', 'm.061_jx', 'm.03nspcv', 'm.0cs1rjg', 'm.0f4yl5', 'm.063z49v']",FP
which country has the largest population and is where the frizzle chicken originated?,"[{'kb_id': 'm.03rk0', 'text': 'India'}]","['m.06bnz', 'm.0jgx', 'm.0d05w3', 'm.047lj', 'm.03ryn', 'm.05k3k', 'm.07f1x', 'm.03rk0', 'm.016zwt', 'm.06f32', 'm.03spz', 'm.0j1z8', 'm.05l8y', 'm.03_3d', 'm.04w8f', 'm.01znc_']",which country has the great population and is where the frizzle chicken originated?,"['m.06bnz', 'm.0j0k', 'm.0jgx']",TP
what are the author's names that published editions for lady and the tramp (disney's wonderful world of reading) kids?,"[{'kb_id': 'm.064ndq', 'text': 'Diane Disney Miller'}, {'kb_id': 'm.07kyh5', 'text': 'Sharon Mae Disney'}]","['m.064ndq', 'm.02h40lc', 'm.07kyh5', 'm.03cqg2h', 'm.0fw837', 'm.035t7n', 'm.0b3935', 'm.05pwmw', 'm.039snm', 'm.08wkf1', 'm.05tg9g', 'm.029dpk', 'm.015h31', 'm.01tlsj', 'm.02hrh1q', 'm.012t_z']",what are the author's names that published editions for lady and the tramp (disney's marvellous world of reading) kids?,"['m.02h40lc', 'm.07bp0', 'm.064ndq', 'm.02h6nmf', 'm.015h31', 'm.012t_z', 'm.02hrh1q', 'm.015cjr', 'm.05hj__k', 'm.09x_r', 'm.0np9r', 'm.03gjzk', 'm.01d_h8', 'm.02jknp', 'm.0dxtg', 'm.0fw837', 'm.03cqg2h', 'm.035t7n', 'm.0b3935', 'm.05pwmw', 'm.039snm', 'm.08wkf1', 'm.05tg9g']",TP
who held a position in the 11th united states congress and was governor of ohio in 2011?,"[{'kb_id': 'm.0340r0', 'text': 'Return J. Meigs, Jr.'}]","['m.0343xg', 'm.034s80', 'm.0ct18', 'm.01_pgn', 'm.096r03', 'm.034_n2', 'm.0340l5', 'm.0clwr', 'm.0351xv', 'm.0b3dr6']",who held a position in the eleventh united states congress and was governor of ohio in 2011?,"['m.0343xg', 'm.034s80', 'm.0ct18', 'm.096r03', 'm.01_pgn', 'm.034_n2', 'm.0340l5', 'm.0clwr', 'm.0b3dr6']",TP
where did the "wheelhouse" award nominated artist attend college?,"[{'kb_id': 'm.01qdhx', 'text': 'Belmont University'}]","['m.010xmb', 'm.07tgn', 'm.09c7w0']",where did the " wheelhouse " award nominative artist attend college?,"['m.010xmb', 'm.09c7w0', 'm.0h3d7hg', 'm.07tgn', 'm.0h3d7h6']",TP
in the country that is the subject of the image ethiopia_flag.pngwho is the prime minister?,"[{'kb_id': 'm.0dl1t3', 'text': 'Hailemariam Desalegn'}]","['m.02_mbk', 'm.060f2', 'm.0dttf', 'm.021l9k', 'm.01k165', 'm.0dc32', 'm.04kk230', 'm.04kk23l', 'm.03d3wmj', 'm.0fj9f', 'm.0bky0', 'm.02dqvl']",in the country that is the subject of the image ethiopia_flag.pngwho is the prize minister?,['m.0dttf'],FP
what musical instrument that recorded "won't stop (feat. justin bieber)" play?,"[{'kb_id': 'm.0290ngj', 'text': 'Vocals'}]","['m.02h6p92', 'm.02rg9p2', 'm.0dz3r', 'm.02hrh1q', 'm.09jwl', 'm.016z4k']",what melodious instrument that recorded " won't stop (feat . justin bieber) " play?,['m.02rg9p2'],TP
"of the seven countries that make up central america, which has the largest country calling code?","[{'kb_id': 'm.05qx1', 'text': 'Panama'}]","['m.05qx1', 'm.01p8s', 'm.0164b', 'm.0345_', 'm.03h2c', 'm.02k8k', 'm.05c74', 'm.0b90_r', 'm.0d04z6', 'm.0d060g', 'm.0162v', 'm.01p1v', 'm.06s0l']","of the seven countries that make up central america, which has the bombastic country calling code?","['m.05qx1', 'm.01p8s', 'm.0345_', 'm.0164b', 'm.02k8k', 'm.03h2c', 'm.05c74', 'm.0b90_r']",TP
what methodist person that fought in the battle of vicksburg?,"[{'kb_id': 'm.07t2k', 'text': 'Ulysses S. Grant'}]",['m.07t2k'],what wesleyan person that fought in the battle of vicksburg?,"['m.07t2k', 'm.02_qg_', 'm.04tgp', 'm.040hrs', 'm.020d5', 'm.0127mr', 'm.099md', 'm.0fj9f', 'm.043q0']",TP
which countries with an iso of 3166-1 alpha-3 of ch speak germanic languages?,"[{'kb_id': 'm.06mzp', 'text': 'Switzerland'}]","['m.0h7x', 'm.04j53', 'm.04g61', 'm.0154j', 'm.06mzp', 'm.0345h', 'm.01mjq', 'm.03pn9', 'm.0hzlz', 'm.0k6nt', 'm.01ppq', 'm.082fr']",which countries with an iso of 3166 - 1 alpha-3 of ch speak teutonic languages?,"['m.04j53', 'm.0h7x', 'm.04g61', 'm.0154j', 'm.06mzp', 'm.01mjq', 'm.0k6nt', 'm.0hzlz', 'm.0345h', 'm.03pn9', 'm.01ppq', 'm.07ytt']",TP
what are the official languages in the country with government official named anatoliy kinakh?,"[{'kb_id': 'm.012v8', 'text': 'Albanian language'}, {'kb_id': 'm.019yz7', 'text': 'Tatar Language'}, {'kb_id': 'm.01h2j_', 'text': 'Moldovan language'}, {'kb_id': 'm.02hxc3j', 'text': 'Romanian Language'}, {'kb_id': 'm.02ztjwg', 'text': 'Hungarian language'}, {'kb_id': 'm.06b_j', 'text': 'Russian Language'}, {'kb_id': 'm.0cjk9', 'text': 'Ukrainian Language'}]","['m.0cjk9', 'm.06b_j', 'm.02hxc3j', 'm.01h2j_', 'm.019yz7', 'm.02ztjwg']",what are the prescribed languages in the country with government official named anatoliy kinakh?,"['m.0cjk9', 'm.019yz7', 'm.02ztjwg', 'm.06b_j', 'm.02hxc3j', 'm.01h2j_', 'm.012v8']",TP
what sacred text of daoism that was influenced liang qichao?,"[{'kb_id': 'm.0164zy', 'text': 'Zhuang Zhou'}]","['m.02czn', 'm.01rkp', 'm.01rll']",what hallowed text of daoism that was influenced liang qichao?,"['m.02czn', 'm.0h9wp', 'm.01rll', 'm.0164zy']",TP
what modern language is spoken in the country where al ahram beverages co. stella beer is made?,"[{'kb_id': 'm.025rvv7', 'text': 'Modern Standard Arabic'}]","['m.025rvv7', 'm.0c4chg', 'm.051bnt', 'm.02hxbhg', 'm.012zfy', 'm.035t_3', 'm.02hx2cr', 'm.03wc2kf']",what innovative language is spoken in the country where al ahram beverages co. stella beer is made?,"['m.025rvv7', 'm.0c4chg', 'm.02hxbhg', 'm.012zfy', 'm.051bnt', 'm.035t_3', 'm.02hx2cr', 'm.03wc2kf', 'm.0jzc']",TP
which program featuring tamera mowry has the largest "tvrage_id?"?,"[{'kb_id': 'm.05h2jn_', 'text': 'Roommates'}]","['m.02rr9jc', 'm.05h2jn_', 'm.04xrnb', 'm.08lsjw', 'm.08l81_', 'm.0706t_', 'm.01h3y_']",which program featuring tamera mowry has the heavy " tvrage_id? "?,"['m.02rr9jc', 'm.08lsjw', 'm.05h2jn_', 'm.08l81_', 'm.04xrnb', 'm.0706t_']",FP
"what is the modern language at the location, in which the newspaper, akhbar el-yom, is circulated?","[{'kb_id': 'm.025rvv7', 'text': 'Modern Standard Arabic'}]","['m.025rvv7', 'm.0jzc', 'm.0c4chg', 'm.051bnt', 'm.02hxbhg', 'm.012zfy', 'm.03wc2kf']","what is the new language at the location, in which the newspaper, akhbar el - yom, is circulated?","['m.025rvv7', 'm.0jzc']",TP
what location ga is famous for is the where the film "tales of the tinkerdee" takes place?,"[{'kb_id': 'm.0jhn7', 'text': '1996 Summer Olympics'}]","['m.03l1zc', 'm.038gvs', 'm.03cspcp', 'm.0fpmfg', 'm.04_mbv', 'm.029fnx', 'm.050n0y', 'm.04htb5', 'm.04jny9', 'm.027r6hr', 'm.06bxs4', 'm.0130ft', 'm.030pkm', 'm.04qrhq', 'm.05c25f2', 'm.027t71h', 'm.02jnft', 'm.03sm22', 'm.03xrf5', 'm.03wm34', 'm.0c3cp2', 'm.02xmrp', 'm.0b5g4p', 'm.04d135', 'm.050mtz', 'm.0gln9p', 'm.020fp1', 'm.03spbl', 'm.050m_5', 'm.033h7k', 'm.0j28sdt', 'm.03q1hw', 'm.038bv6', 'm.039xmp', 'm.02wl1b', 'm.050my1']",what location ga is celebrated for is the where the film " tales of the tinkerdee " takes place?,"['m.0nzny', 'm.0fhg7p', 'm.038gvs', 'm.03l1zc', 'm.03cspcp', 'm.04_mbv', 'm.050n0y', 'm.029fnx', 'm.04htb5', 'm.04jny9', 'm.027r6hr', 'm.03spbl', 'm.050m_5', 'm.033h7k', 'm.04qrhq', 'm.05c25f2', 'm.027t71h', 'm.02jnft', 'm.03sm22', 'm.020fp1', 'm.06bxs4', 'm.0130ft', 'm.030pkm', 'm.0fpmfg', 'm.03xrf5', 'm.03wm34', 'm.0c3cp2', 'm.02xmrp', 'm.0b5g4p', 'm.04d135', 'm.050mtz', 'm.0gln9p', 'm.038bv6', 'm.03q1hw', 'm.039xmp', 'm.02wl1b', 'm.050my1']",FP
"which country is a main trading partner of china, and exports to ethiopia?","[{'kb_id': 'm.027jk', 'text': 'Djibouti'}]","['m.03_3d', 'm.01crd5']","which country is a chief trading partner of china, and exports to ethiopia?","['m.03_3d', 'm.01crd5', 'm.0c3xm']",TP
what is the official language of the place where the ukranian levkoy breed originated in?,"[{'kb_id': 'm.012v8', 'text': 'Albanian language'}, {'kb_id': 'm.019yz7', 'text': 'Tatar Language'}, {'kb_id': 'm.01h2j_', 'text': 'Moldovan language'}, {'kb_id': 'm.02hxc3j', 'text': 'Romanian Language'}, {'kb_id': 'm.02ztjwg', 'text': 'Hungarian language'}, {'kb_id': 'm.06b_j', 'text': 'Russian Language'}, {'kb_id': 'm.0cjk9', 'text': 'Ukrainian Language'}]","['m.0cjk9', 'm.02hxc3j', 'm.06b_j', 'm.019yz7', 'm.02ztjwg']",what is the prescribed language of the place where the ukranian levkoy breed originated in?,"['m.0cjk9', 'm.012v8', 'm.019yz7', 'm.02ztjwg', 'm.02hxc3j', 'm.01h2j_']",TP
which award nominee in the 28th naacp image awards dated tupac shakur?,"[{'kb_id': 'm.01j7z7', 'text': 'Jada Pinkett Smith'}, {'kb_id': 'm.01j7z7', 'text': 'Jada Pinkett Smith'}]","['m.01kslyz', 'm.0djz01c', 'm.06wpky', 'm.01v40wd', 'm.01j7z7', 'm.01vz0g4', 'm.01vvydl', 'm.08mjbr']",which award nominee in the twenty-eighth naacp image awards dated tupac shakur?,"['m.01kslyz', 'm.06wpky', 'm.0djz01c', 'm.01j7z7', 'm.01v40wd', 'm.01vz0g4', 'm.08mjbr', 'm.0dnyp2', 'm.01vvydl', 'm.076702']",TP
what is the official language of the country that has the position title acting prime minister of ukraine?,"[{'kb_id': 'm.012v8', 'text': 'Albanian language'}, {'kb_id': 'm.019yz7', 'text': 'Tatar Language'}, {'kb_id': 'm.01h2j_', 'text': 'Moldovan language'}, {'kb_id': 'm.02hxc3j', 'text': 'Romanian Language'}, {'kb_id': 'm.02ztjwg', 'text': 'Hungarian language'}, {'kb_id': 'm.06b_j', 'text': 'Russian Language'}, {'kb_id': 'm.0cjk9', 'text': 'Ukrainian Language'}]","['g.1q61cp82g', 'm.07t21']",what is the prescribed language of the country that has the position title acting prime minister of ukraine?,['m.07t21'],TP
what is the primary religion practiced in the governmental jurisdiction that includes the governmental body knesset?,"[{'kb_id': 'm.03_gx', 'text': 'Judaism'}]","['m.0468s5y', 'm.02079p']",what is the elemental religion practiced in the governmental jurisdiction that includes the governmental body knesset?,"['m.0j0k', 'm.02079p', 'm.0ry5m4r', 'm.05zwhy9', 'm.047876', 'm.04wsz', 'm.018wl5', 'm.023ptn']",TP
what is the official language of the ukraine with the initials sqi?,"[{'kb_id': 'm.012v8', 'text': 'Albanian language'}]","['m.02hxc3j', 'm.06b_j', 'm.019yz7', 'm.012v8', 'm.01h2j_', 'm.02ztjwg']",what is the prescribed language of the ukraine with the initials sqi?,"['m.02hxc3j', 'm.06b_j', 'm.019yz7', 'm.012v8', 'm.0cjk9']",TP
"of the countries in the caribbean region, which one has the largest iso numeric number?","[{'kb_id': 'm.02phy_9', 'text': 'Collectivity of Saint Martin'}]","['m.05r7t', 'm.02phy_9', 'm.02phz12', 'm.06ryl', 'm.0162v', 'm.04chyn', 'm.0n3g']","of the countries in the caribbean region, which one has the big iso numeral number?","['m.05r7t', 'm.02phy_9', 'm.06ryl', 'm.02phz12', 'm.0162v', 'm.0n3g', 'm.04chyn', 'm.03_r3', 'm.0f8l9c']",FP
what celebtiries did brad pitt date with their romantic relationships ending prior to 1993?,"[{'kb_id': 'm.0bblqk', 'text': 'Robin Givens'}, {'kb_id': 'm.0hjxj', 'text': 'Shalane McCall'}]","['m.04dx3yc', 'm.0509bl', 'm.035bcl', 'm.0fvcx9', 'm.0hjxj', 'm.02cpb7', 'm.0y5f5hx', 'm.04j9sl', 'm.0ct1vm', 'm.0bq2g', 'm.02psgy6', 'm.03nvycd', 'm.01fwk3', 'm.0bblqk', 'm.03d2vzg', 'm.0fx7_x', 'm.026p4q7', 'm.0c0nhgv', 'm.04dk4zd', 'm.0h32y7j', 'm.0gsnt6', 'm.03k2l4', 'm.01vw8k', 'm.01z452', 'm.01x72k', 'm.0cjrrk', 'm.01rry2', 'm.07r1h', 'm.031txz', 'm.0kmz6ms', 'm.0c0nhgl', 'm.0h1qblc', 'm.01hcj2', 'm.08nvyr', 'm.0gy_', 'm.0f_jd3', 'm.05qn0ch', 'm.03py5jt', 'm.06_fkx', 'm.0gmkysc', 'm.02nwjhp', 'm.05hyqq', 'm.0hypmng', 'm.0dj5h9y', 'm.05sns6', 'm.01pptc', 'm.07tlfx', 'm.09rvvpm', 'm.05f8lgw', 'm.0c5vyz', 'm.01dc0c', 'm.03qnc6q', 'm.0gyvj60', 'm.02p76f9', 'm.099058', 'm.034hwx', 'm.03s6l2', 'm.02704ff', 'm.0270gq8', 'm.0t_5p_m', 'm.02w0044', 'm.0w1hwp_', 'm.0w1hws1', 'm.0by50p', 'm.02yvct', 'm.0gxwwlg', 'm.05229c_', 'm.0j7l0ld', 'm.03lt69', 'm.02__34', 'm.09xbpt', 'm.0gw8rn_', 'm.0y5fb8k', 'm.07zr12m', 'm.0w1hvxf', 'm.04dk4yw', 'm.0gwl5x7', 'm.0bgky31', 'm.07j6w', 'm.0w1hts9', 'm.0pyffd1', 'm.0hh3x3w', 'm.02g0mx', 'm.0ngl265', 'm.03wmd4', 'm.0hz6kxb', 'm.04ldv75', 'm.0h2j5rz', 'm.02v5md', 'm.0bnp5t6', 'm.0gkfthz', 'm.0y5f5j2', 'm.0sxb9f2', 'm.0w6c9nt', 'm.07chsvd', 'm.04dghx7', 'm.0hm4kh6', 'm.0cjp2q', 'm.0w1htnn', 'm.04dk4xq', 'm.04dk4_1', 'm.0y5dy45', 'm.0w1hvjn', 'm.0gxbjtw', 'm.04dk4y3', 'm.04dk4xh', 'm.0j2c60j', 'm.0w1hwf4', 'm.04dk4x8', 'm.0gxbkf6', 'm.0447lv7', 'm.0w0lwp_', 'm.02nwcqp', 'm.04dghx0', 'm.04dk4yb', 'm.04dk4z2', 'm.04dk4x1']",what celebtiries did brad pitt date with their amatory relationships ending prior to 1993?,"['m.04dx3yc', 'm.0509bl', 'm.0hjxj', 'm.035bcl', 'm.02cpb7', 'm.0fvcx9', 'm.0bq2g', 'm.01fwk3', 'm.04j9sl', 'm.0bblqk', 'm.0y5f5hx', 'm.03nvycd', 'm.0fx7_x', 'm.0c0nhgv', 'm.0ct1vm', 'm.02psgy6', 'm.0gsnt6', 'm.026p4q7', 'm.03d2vzg', 'm.03k2l4', 'm.01x72k', 'm.0cjrrk', 'm.0h32y7j', 'm.01hcj2', 'm.04dk4zd', 'm.01vw8k', 'm.0c0nhgl', 'm.0h1qblc', 'm.01z452', 'm.07r1h', 'm.01rry2', 'm.08nvyr', 'm.05sns6', 'm.0kmz6ms', 'm.0hypmng', 'm.031txz', 'm.07tlfx', 'm.0gy_', 'm.0f_jd3', 'm.03qnc6q', 'm.0dj5h9y', 'm.05qn0ch', 'm.03py5jt', 'm.06_fkx', 'm.0gmkysc', 'm.02nwjhp', 'm.05hyqq', 'm.01pptc', 'm.09rvvpm', 'm.0gyvj60', 'm.0c5vyz', 'm.05f8lgw', 'm.03s6l2', 'm.01dc0c', 'm.02p76f9', 'm.099058', 'm.0w1hwp_', 'm.0w1hws1', 'm.02704ff', 'm.034hwx', 'm.0270gq8', 'm.0j7l0ld', 'm.0t_5p_m', 'm.02w0044', 'm.09xbpt', 'm.0gwl5x7', 'm.0bgky31', 'm.0gxwwlg', 'm.05229c_', 'm.0by50p', 'm.02yvct', 'm.03lt69', 'm.02g0mx', 'm.02__34', 'm.0gw8rn_', 'm.0y5fb8k', 'm.07zr12m', 'm.0w1hvxf', 'm.04dk4yw', 'm.063g4f2', 'm.065q45m', 'm.064bhrg', 'm.07j6w', 'm.0w1hts9', 'm.0hh3x3w', 'm.0pyffd1', 'm.0ngl265', 'm.0hz6kxb', 'm.04ldv75', 'm.07chsvd', 'm.0h2j5rz', 'm.03wmd4', 'm.02v5md', 'm.0gkfthz', 'm.0bnp5t6', 'm.0w6c9nt', 'm.0y5f5j2', 'm.0sxb9f2', 'm.0hm4kh6', 'm.04dghx7', 'm.0cjp2q', 'm.0w1htnn', 'm.04dk4xq', 'm.04dk4_1', 'm.0y5dy45', 'm.0w1hvjn', 'm.0gxbkf6', 'm.0gxbjtw', 'm.04dk4y3', 'm.04dk4xh', 'm.0j2c60j', 'm.0w1hwf4', 'm.04dk4x8', 'm.0447lv7', 'm.0w0lwp_', 'm.02nwcqp', 'm.04dghx0', 'm.04dk4yb', 'm.04dk4z2', 'm.04dk4x1']",TP
